url,registrable,text
https://gujarat.gov.in/,gujarat.gov.in,"https://gujarat.gov.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: gujarat.gov.in
URL: https://gujarat.gov.in/
Registrable Domain: gujarat.gov.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.85
      Subdomains: 1, Hyphens: 0, Special Chars: 0

ğŸ“Š Metadata:
   First Seen: 2025-10-14T14:50:34.986131+00:00
   Processing Stage: rules:benign"
,icmr.gov.in," Domain: icmr.gov.in
Registrable Domain: icmr.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 103.195.217.63
   AAAA (IPv6): 2001:4408:1184:41:28:195:217:63
   MX (Mail): mx3.mgovcloud.in, mx2.mgovcloud.in, mx.mgovcloud.in
   NS (Nameservers): ns2.nic.in, ns1.nic.in, ns10.nic.in, ns7.nic.in

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 4857 days
   Days Until Expiry: 255

ğŸŒ Network & Location:
   ASN: 4758
   Country: IN

ğŸ“Š Metadata:
   First Seen: 1760452944.5732617
   Processing Stage"
,dc.crsorgi.gov.in," Domain: dc.crsorgi.gov.in
Registrable Domain: dc.crsorgi.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 103.151.152.102

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 4253 days
   Days Until Expiry: 129

ğŸŒ Network & Location:
   ASN: 140170
   Country: IN

ğŸ“Š Metadata:
   First Seen: 1760500625.281141
   Processing Stage: resolved"
,iitd.ac.in," Domain: iitd.ac.in
Registrable Domain: iitd.ac.in

ğŸ“¡ DNS Records:
   A (IPv4): 103.27.9.24
   AAAA (IPv6): 2001:df4:e000:29::212
   MX (Mail): smtp3.iitd.ac.in, smtp1.iitd.ac.in, smtp2.iitd.ac.in
   NS (Nameservers): dns8.iitd.ac.in, dns10.iitd.ac.in

ğŸ“‹ WHOIS Information:
   Registrar: ERNET India
   Domain Age: 8264 days
   Days Until Expiry: 866

ğŸŒ Network & Location:
   ASN: 132780
   Country: IN, New Delhi

ğŸ“Š Metadata:
   First Seen: 1760452945.8013518
   Processing Stage: resolved"
,idbi.com," Domain: idbi.com
Registrable Domain: idbi.com

ğŸ“¡ DNS Records:
   A (IPv4): 103.8.125.18, 43.242.127.190
   AAAA (IPv6): 2400:3b00:1:d::370, 2400:3b00:20:4::1:167
   MX (Mail): mail.idbi.com
   NS (Nameservers): ns-cloud-c2.googledomains.com, ns-cloud-c3.googledomains.com, ns-cloud-c4.googledomains.com, ns-cloud-c1.googledomains.com

ğŸ“‹ WHOIS Information:
   Registrar: Network Solutions, LLC
   Domain Age: 10023 days
   Days Until Expiry: 933

ğŸŒ Network & Location:
   ASN: 18229
   Country: IN

ğŸ“Š Metadata:
 "
,imps.npci.org.in," Domain: imps.npci.org.in
Registrable Domain: imps.npci.org.in

ğŸ“¡ DNS Records:

ğŸ“‹ WHOIS Information:
   Registrar: OVI HOSTING PVT LTD
   Domain Age: 6095 days
   Days Until Expiry: 1209

ğŸ“Š Metadata:
   First Seen: 1760452947.2658138
   Processing Stage: resolved"
,digilocker.gov.in," Domain: digilocker.gov.in
Registrable Domain: digilocker.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 65.1.255.75, 3.111.202.19, 3.111.193.25
   NS (Nameservers): ns2.nic.in, ns7.nic.in, ns10.nic.in, ns1.nic.in

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 3893 days
   Days Until Expiry: 124

ğŸŒ Network & Location:
   ASN: 16509
   Country: IN, Mumbai

ğŸ“Š Metadata:
   First Seen: 1760452947.4410572
   Processing Stage: resolved"
,indianrailways.gov.in," Domain: indianrailways.gov.in
Registrable Domain: indianrailways.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 203.176.112.122
   MX (Mail): mail.indianrailways.gov.in
   NS (Nameservers): ns3.indianrail.gov.in, ns1.indianrail.gov.in, ns2.indianrail.gov.in

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 8264 days
   Days Until Expiry: 136

ğŸŒ Network & Location:
   ASN: 45596
   Country: IN

ğŸ“Š Metadata:
   First Seen: 1760452948.8868194
   Processing Stage: resolved"
,iitb.ac.in," Domain: iitb.ac.in
Registrable Domain: iitb.ac.in

ğŸ“¡ DNS Records:
   A (IPv4): 103.21.124.133
   MX (Mail): fmlr2.iitb.ac.in, fmlr3.iitb.ac.in, fmlr1.iitb.ac.in, fmlr4.iitb.ac.in
   NS (Nameservers): dns1.iitb.ac.in, dns2.iitb.ac.in, dns3.iitb.ac.in

ğŸ“‹ WHOIS Information:
   Registrar: ERNET India
   Domain Age: 7899 days
   Days Until Expiry: 3058

ğŸŒ Network & Location:
   ASN: 132423
   Country: IN, Mumbai

ğŸ“Š Metadata:
   First Seen: 1760452948.897589
   Processing Stage: resolved"
https://cert-in.org.in/,cert-in.org.in,"https://cert-in.org.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: cert-in.org.in
URL: https://cert-in.org.in/
Registrable Domain: cert-in.org.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.76
      Subdomains: 1, Hyphens: 1, Special Chars: 0

ğŸ“Š Metadata:
   First Seen: 2025-10-14T14:45:44.863669+00:00
   Processing Stage: rules:benign"
,gst.gov.in," Domain: gst.gov.in
Registrable Domain: gst.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 103.83.76.18
   MX (Mail): mailgw.nic.in
   NS (Nameservers): ns2.gst.gov.in, ns1.gst.gov.in

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 3291 days
   Days Until Expiry: 360

ğŸŒ Network & Location:
   ASN: 133231
   Country: IN

ğŸ“Š Metadata:
   First Seen: 1760452950.508887
   Processing Stage: resolved"
,meity.gov.in," Domain: meity.gov.in
Registrable Domain: meity.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 164.100.11.192
   AAAA (IPv6): 2001:4408:1081:1001::62
   MX (Mail): mx2.mgovcloud.in, mx.mgovcloud.in, mx3.mgovcloud.in
   NS (Nameservers): ns1.nic.in, ns10.nic.in, ns7.nic.in, ns2.nic.in

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 3357 days
   Days Until Expiry: 294

ğŸŒ Network & Location:
   ASN: 4758
   Country: IN, Delhi

ğŸ“Š Metadata:
   First Seen: 1760452950.5697725
   Processing Stag"
,hal-india.co.in," Domain: hal-india.co.in
Registrable Domain: hal-india.co.in

ğŸ“¡ DNS Records:
   A (IPv4): 115.112.149.173, 115.112.148.193, 220.227.38.163
   MX (Mail): mx2.mgovcloud.in, mx3.mgovcloud.in, mx.mgovcloud.in
   NS (Nameservers): llb2.hal-india.co.in, 53036.earth.orderbox-dns.com, llb3.hal-india.co.in, llb1.hal-india.co.in, 53036.venus.orderbox-dns.com, 53036.mars.orderbox-dns.com, 53036.mercury.orderbox-dns.com

ğŸ“‹ WHOIS Information:
   Registrar: DOTCOM SERVICES (INDIA) PVT. LTD - DBA Worldindia.com
   Domain "
https://irdai.gov.in/,irdai.gov.in,"https://irdai.gov.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: irdai.gov.in
URL: https://irdai.gov.in/
Registrable Domain: irdai.gov.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 21 chars, Entropy: 3.75
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ğŸ“ Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0

   ğŸ“„ Page Content:
      External Links: 64

   ğŸš© Phishing Keywords Detected: account, login

   âš ï¸ JavaScript Behavior:
    "
,ircon.org," Domain: ircon.org
Registrable Domain: ircon.org

ğŸ“¡ DNS Records:
   A (IPv4): 103.241.144.78
   MX (Mail): aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com
   NS (Nameservers): ns52.domaincontrol.com, ns51.domaincontrol.com

ğŸ“‹ WHOIS Information:
   Registrar: GoDaddy.com, LLC
   Domain Age: 7277 days
   Days Until Expiry: 757

ğŸŒ Network & Location:
   ASN: 18229
   Country: IN

ğŸ“Š Metadata:
   First Seen: 1760452954.1949959
   Processing S"
,ladakh.nic.in," Domain: ladakh.nic.in
Registrable Domain: ladakh.nic.in

ğŸ“Š Metadata:
   First Seen: 1760452961799"
,kavach.mail.gov.in," Domain: kavach.mail.gov.in
Registrable Domain: kavach.mail.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 164.100.15.168

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 6602 days
   Days Until Expiry: 337

ğŸŒ Network & Location:
   ASN: 4758
   Country: IN, Delhi

ğŸ“Š Metadata:
   First Seen: 1760500623.4787147
   Processing Stage: resolved"
,karnataka.gov.in," ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: karnataka.gov.in
Registrable Domain: karnataka.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 103.138.196.75
   MX (Mail): mx1.karnataka.gov.in, mx2.karnataka.gov.in
   NS (Nameservers): ns7.nic.in, ns1.nic.in, ns2.nic.in, ns10.nic.in

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 8080 days
   Days Until Expiry: 320

ğŸŒ Network & Location:
   ASN: 138727
   Country: IN

ğŸ“Š Metadata:
   First Seen: 2025-10-14T14:43:19.990817"
,kerala.gov.in," ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: kerala.gov.in
Registrable Domain: kerala.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 103.135.130.250
   MX (Mail): mailgwgov.nic.in
   NS (Nameservers): ns1.cdit.org, ns2.cdit.org, ns3.cdit.org

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7958 days
   Days Until Expiry: 77

ğŸŒ Network & Location:
   ASN: 133037
   Country: IN

ğŸ“Š Metadata:
   First Seen: 2025-10-14T14:43:19.965278+00:00
   Processing Stage: rules:benig"
https://manipur.gov.in/,manipur.gov.in,"https://manipur.gov.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: manipur.gov.in
URL: https://manipur.gov.in/
Registrable Domain: manipur.gov.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.88
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ğŸ“ Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   ğŸ“„ Page Content:
      External Links: 29

   âš ï¸ JavaScript Behavior:
      ğŸš¨ Obfuscated Code Detected

ğŸ“Š Metadata:"
,jk.gov.in," Domain: jk.gov.in
Registrable Domain: jk.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 164.100.223.4
   MX (Mail): mailgw.nic.in
   NS (Nameservers): ns2.jk.gov.in, ns1.jk.gov.in, ns3.jk.gov.in

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7416 days
   Days Until Expiry: 253

ğŸŒ Network & Location:
   ASN: 55824
   Country: IN

ğŸ“Š Metadata:
   First Seen: 1760452962.0145414
   Processing Stage: resolved"
,irctc.co.in," ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: irctc.co.in
Registrable Domain: irctc.co.in

ğŸ“¡ DNS Records:
   A (IPv4): 103.252.142.27
   MX (Mail): mail.irctc.co.in, mail1.irctc.co.in, mail.nget.irctc.co.in
   NS (Nameservers): a11-66.akam.net, a12-64.akam.net, a13-67.akam.net, a26-67.akam.net, a8-67.akam.net, a1-107.akam.net

ğŸ“‹ WHOIS Information:
   Registrar: GoDaddy
   Domain Age: 8533 days
   Days Until Expiry: 597

ğŸŒ Network & Location:
   ASN: 45596
   Country: IN

ğŸ“Š Metadata:
   F"
,education.gov.in," Domain: education.gov.in
Registrable Domain: education.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 164.100.163.45
   NS (Nameservers): ns7.nic.in, ns1.nic.in, ns2.nic.in, ns10.nic.in

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 1862 days
   Days Until Expiry: 328

ğŸŒ Network & Location:
   ASN: 4758
   Country: IN

ğŸ“Š Metadata:
   First Seen: 1760452963.5448556
   Processing Stage: resolved"
,indianbank.in," Domain: indianbank.in
Registrable Domain: indianbank.in

ğŸ“¡ DNS Records:
   A (IPv4): 103.183.72.10
   NS (Nameservers): ns1.sify.net, ns2.sify.net

ğŸ“‹ WHOIS Information:
   Registrar: Sify Digital Services Limited
   Domain Age: 7545 days
   Days Until Expiry: 124

ğŸŒ Network & Location:
   ASN: 149528
   Country: IN

ğŸ“Š Metadata:
   First Seen: 1760452963.5461693
   Processing Stage: resolved"
https://meghalaya.gov.in/,meghalaya.gov.in,"https://meghalaya.gov.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: meghalaya.gov.in
URL: https://meghalaya.gov.in/
Registrable Domain: meghalaya.gov.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.94
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ğŸ“ Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   ğŸ“„ Page Content:
      External Links: 28

   âš ï¸ JavaScript Behavior:
      ğŸš¨ Obfuscated Code Detected

ğŸ“Š M"
https://maharashtra.gov.in/,maharashtra.gov.in,"https://maharashtra.gov.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: maharashtra.gov.in
URL: https://maharashtra.gov.in/
Registrable Domain: maharashtra.gov.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 27 chars, Entropy: 3.71
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ğŸ“ Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   ğŸ“„ Page Content:
      External Links: 14

   ğŸš© Phishing Keywords Detected: account

   âš ï¸ JavaScri"
https://mtnl.net.in/,mtnl.net.in,"https://mtnl.net.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: mtnl.net.in
URL: https://mtnl.net.in/
Registrable Domain: mtnl.net.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 20 chars, Entropy: 3.35
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ğŸ“ Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   ğŸ“„ Page Content:
      External Links: 126

   âš ï¸ JavaScript Behavior:

ğŸ“Š Metadata:
   First Seen: 2025-10-14T14:47:50.802702+0"
,mha.gov.in," Domain: mha.gov.in
Registrable Domain: mha.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 164.100.228.92
   MX (Mail): mx.mgovcloud.in, mx2.mgovcloud.in, mx3.mgovcloud.in
   NS (Nameservers): ns7.nic.in, ns10.nic.in, ns1.nic.in, ns2.nic.in

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7145 days
   Days Until Expiry: 159

ğŸŒ Network & Location:
   ASN: 4758
   Country: IN

ğŸ“Š Metadata:
   First Seen: 1760452965.889083
   Processing Stage: resolved"
https://centralbankofindia.co.in/,centralbankofindia.co.in,"https://centralbankofindia.co.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: centralbankofindia.co.in
URL: https://centralbankofindia.co.in/
Registrable Domain: centralbankofindia.co.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 33 chars, Entropy: 4.04
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ğŸ“„ Page Content:
      External Links: 1

   âš ï¸ JavaScript Behavior:
      ğŸš¨ KEYLOGGER PATTERNS DETECTED
      JS Risk Scor"
,licindia.in," Domain: licindia.in
Registrable Domain: licindia.in

ğŸ“¡ DNS Records:
   A (IPv4): 64.185.181.238
   NS (Nameservers): ns09.domaincontrol.com, ns10.domaincontrol.com

ğŸ“‹ WHOIS Information:
   Registrar: GoDaddy
   Domain Age: 7545 days
   Days Until Expiry: 124

ğŸŒ Network & Location:
   ASN: 40009
   Country: US

ğŸ“Š Metadata:
   First Seen: 1760452966.8634777
   Processing Stage: resolved"
,nabard.org," ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: nabard.org
Registrable Domain: nabard.org

ğŸ“¡ DNS Records:
   A (IPv4): 103.167.77.207
   MX (Mail): nabard-org.mail.protection.outlook.com
   NS (Nameservers): ns1.netcore.co.in, ns2.netcore.co.in

ğŸ“‹ WHOIS Information:
   Registrar: Network Solutions, LLC
   Domain Age: 9743 days
   Days Until Expiry: 3040

ğŸŒ Network & Location:
   ASN: 141857
   Country: IN

ğŸ“Š Metadata:
   First Seen: 2025-10-14T14:43:13.407963+00:00
   Processing Stage: rul"
https://newindia.co.in/,newindia.co.in,"https://newindia.co.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: newindia.co.in
URL: https://newindia.co.in/
Registrable Domain: newindia.co.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.73
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ğŸ“„ Page Content:
      External Links: 126

   ğŸš© Phishing Keywords Detected: account, login

   âš ï¸ JavaScript Behavior:

ğŸ“Š Metadata:
   First Seen: 2025-10-14T14:49:11.289916+00:00
   Processing Stage: rul"
https://nationalinsurance.nic.co.in/,nic.co.in,"https://nationalinsurance.nic.co.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: nationalinsurance.nic.co.in
URL: https://nationalinsurance.nic.co.in/
Registrable Domain: nic.co.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 36 chars, Entropy: 3.75
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   ğŸ“ Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   ğŸ“„ Page Content:
      External Links: 108

   âš ï¸ JavaScript Behavior:
      ğŸš¨ Ob"
,nhai.gov.in," Domain: nhai.gov.in
Registrable Domain: nhai.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 164.100.166.116
   MX (Mail): mailgw.nic.in
   NS (Nameservers): ns1.nic.in, ns7.nic.in, ns10.nic.in, ns2.nic.in

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 3214 days
   Days Until Expiry: 72

ğŸŒ Network & Location:
   ASN: 4758
   Country: IN

ğŸ“Š Metadata:
   First Seen: 1760452971.2812533
   Processing Stage: resolved"
,nic.in," Domain: nic.in
Registrable Domain: nic.in

ğŸ“¡ DNS Records:
   MX (Mail): mx.mgovcloud.in, mx2.mgovcloud.in, mx3.mgovcloud.in
   NS (Nameservers): ns6.nic.in, ns8.nic.in, nicnet.nic.in, ns4.nic.in

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7599 days
   Days Until Expiry: 70

ğŸ“Š Metadata:
   First Seen: 1760452971.5044062
   Processing Stage: resolved"
https://mizoram.gov.in/,mizoram.gov.in,"https://mizoram.gov.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: mizoram.gov.in
URL: https://mizoram.gov.in/
Registrable Domain: mizoram.gov.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.88
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ğŸ“„ Page Content:
      External Links: 1

   ğŸš© Phishing Keywords Detected: login

   âš ï¸ JavaScript Behavior:

ğŸ“Š Metadata:
   First Seen: 2025-10-14T14:50:27.749033+00:00
   Processing Stage: rules:benign"
,neft.rbi.org.in," Domain: neft.rbi.org.in
Registrable Domain: neft.rbi.org.in

ğŸ“¡ DNS Records:

ğŸ“‹ WHOIS Information:
   Registrar: Sify Digital Services Limited
   Domain Age: 8264 days
   Days Until Expiry: 136

ğŸ“Š Metadata:
   First Seen: 1760452972.4468443
   Processing Stage: resolved"
,nciipc.gov.in," Domain: nciipc.gov.in
Registrable Domain: nciipc.gov.in

ğŸ“¡ DNS Records:
   A (IPv4): 164.100.59.137
   MX (Mail): mailgw.nic.in
   NS (Nameservers): ns1.nkn.in, ns3.nkn.in, ns6.nkn.in, ns2.nkn.in

ğŸ“‹ WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 5632 days
   Days Until Expiry: 211

ğŸŒ Network & Location:
   ASN: 4758
   Country: IN, Delhi

ğŸ“Š Metadata:
   First Seen: 1760452973.7280772
   Processing Stage: resolved"
https://nalcoindia.com/,nalcoindia.com,"https://nalcoindia.com/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: nalcoindia.com
URL: https://nalcoindia.com/
Registrable Domain: nalcoindia.com

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.80
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   ğŸ“ Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0

   ğŸ“„ Page Content:
      External Links: 189

   ğŸš© Phishing Keywords Detected: account, login

   âš ï¸ JavaScript Behav"
https://nitc.ac.in/,nitc.ac.in,"https://nitc.ac.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: nitc.ac.in
URL: https://nitc.ac.in/
Registrable Domain: nitc.ac.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 19 chars, Entropy: 3.33
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ğŸ“ Forms Detected:
      Total Forms: 4
      Password Fields: 0
      Email Fields: 0

   ğŸ“„ Page Content:
      External Links: 55

   ğŸš© Phishing Keywords Detected: login, secure

   âš ï¸ JavaScript Behavior:

ğŸ“Š Metadata:
"
,nsdl.co.in," Domain: nsdl.co.in
Registrable Domain: nsdl.co.in

ğŸ“¡ DNS Records:
   A (IPv4): 121.240.225.117
   MX (Mail): pluto.netcore.co.in, venus.netcore.co.in, cluster8.netcore.co.in, nsdl-co-in.mail.protection.outlook.com, cluster6.netcore.co.in
   NS (Nameservers): ns1.netcore.co.in, ns2.netcore.co.in

ğŸ“‹ WHOIS Information:
   Registrar: Endurance Digital Domain Technology Private Limited
   Domain Age: 8264 days
   Days Until Expiry: 1597

ğŸŒ Network & Location:
   ASN: 4755
   Country: IN

ğŸ“Š Metadata:
   First Se"
,ntpc.co.in," Domain: ntpc.co.in
Registrable Domain: ntpc.co.in

ğŸ“¡ DNS Records:
   A (IPv4): 141.226.103.3
   MX (Mail): ntpc-co-in.mail.protection.outlook.com
   NS (Nameservers): ns-691.awsdns-22.net, ns-1030.awsdns-00.org, ns-1808.awsdns-34.co.uk, ns-132.awsdns-16.com

ğŸ“‹ WHOIS Information:
   Registrar: Netlynx Technologies Pvt. Ltd.
   Domain Age: 8264 days
   Days Until Expiry: 136

ğŸŒ Network & Location:
   ASN: 48851
   Country: IN, Chennai

ğŸ“Š Metadata:
   First Seen: 1760452976.7980607
   Processing Stage: resolv"
https://nta.ac.in/,nta.ac.in,"https://nta.ac.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: nta.ac.in
URL: https://nta.ac.in/
Registrable Domain: nta.ac.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 18 chars, Entropy: 3.31
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   ğŸ“ Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   ğŸ“„ Page Content:
      External Links: 34

   ğŸš© Phishing Keywords Detected: account, login, urgent

   âš ï¸ JavaScript Behavior:

ğŸ“Š Metad"
https://orientalinsurance.org.in/,orientalinsurance.org.in,"https://orientalinsurance.org.in/ ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: orientalinsurance.org.in
URL: https://orientalinsurance.org.in/
Registrable Domain: orientalinsurance.org.in

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 33 chars, Entropy: 3.92
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   âš ï¸ JavaScript Behavior:
      ğŸš¨ KEYLOGGER PATTERNS DETECTED
      JS Risk Score: 25/100

ğŸ“Š Metadata:
   First Seen: 2025-10-14T14:49:20.992693+00:00
   Processing S"
https://aiims.edu/index.php/en,aiims.edu,"https://aiims.edu/index.php/en Domain: aiims.edu
URL: https://aiims.edu/index.php/en
Registrable Domain: aiims.edu

ğŸ” Page Features & Analysis:

   URL Structure:
      Length: 30 chars, Entropy: 3.76
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   ğŸ“ Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   ğŸ“„ Page Content:
      HTML Size: 238,878 bytes
      Internal Links: 168
      External Links: 88
      Images: 50
      âš ï¸ IFrames: 2
      External Scripts: 21

   âš "
,nlcindia.com," ğŸš¨ VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: nlcindia.com
Registrable Domain: nlcindia.com

ğŸ“¡ DNS Records:
   MX (Mail): us2.mx1.mailhostbox.com, us2.mx3.mailhostbox.com, us2.mx2.mailhostbox.com
   NS (Nameservers): mdns1.555servers.com, mdns2.555servers.com, mdns3.555servers.com, mdns4.555servers.com

ğŸ“‹ WHOIS Information:
   Registrar: gooddomainregistry.com
   Domain Age: 9454 days
   Days Until Expiry: 42

ğŸ“Š Metadata:
   First Seen: 2025-10-14T14:43:02.283516+00:00
   Processing Stag"
,pfrda.gov.in," Domain: pfrda.gov.in
Registrable Domain: pfrda.gov.in

ğŸ“Š Metadata:
   First Seen: 1760452981671"
